"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 17 00:51:36 GMT 2024","Mon Jun 17 00:51:38 GMT 2024","1059","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"broken","Mon Jun 17 00:53:50 GMT 2024","Mon Jun 17 00:53:51 GMT 2024","760","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"passed","Mon Jun 17 00:52:17 GMT 2024","Mon Jun 17 00:52:17 GMT 2024","200","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Mon Jun 17 00:51:52 GMT 2024","Mon Jun 17 00:51:52 GMT 2024","798","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"passed","Mon Jun 17 00:52:15 GMT 2024","Mon Jun 17 00:52:15 GMT 2024","359","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Mon Jun 17 00:52:15 GMT 2024","Mon Jun 17 00:52:15 GMT 2024","161","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Mon Jun 17 00:52:11 GMT 2024","Mon Jun 17 00:52:14 GMT 2024","2456","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"failed","Mon Jun 17 00:51:33 GMT 2024","Mon Jun 17 00:51:36 GMT 2024","3382","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Mon Jun 17 00:52:15 GMT 2024","Mon Jun 17 00:52:15 GMT 2024","171","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Mon Jun 17 00:53:04 GMT 2024","Mon Jun 17 00:53:37 GMT 2024","33340","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Mon Jun 17 00:52:16 GMT 2024","Mon Jun 17 00:52:16 GMT 2024","638","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Mon Jun 17 00:51:53 GMT 2024","Mon Jun 17 00:51:53 GMT 2024","920","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"broken","Mon Jun 17 00:53:53 GMT 2024","Mon Jun 17 00:53:55 GMT 2024","1592","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Mon Jun 17 00:53:47 GMT 2024","Mon Jun 17 00:53:49 GMT 2024","2067","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Mon Jun 17 00:52:51 GMT 2024","Mon Jun 17 00:53:01 GMT 2024","10038","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Mon Jun 17 00:52:16 GMT 2024","Mon Jun 17 00:52:17 GMT 2024","252","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Mon Jun 17 00:52:17 GMT 2024","Mon Jun 17 00:52:17 GMT 2024","198","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Mon Jun 17 00:52:17 GMT 2024","Mon Jun 17 00:52:18 GMT 2024","787","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Mon Jun 17 00:53:01 GMT 2024","Mon Jun 17 00:53:03 GMT 2024","2042","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Mon Jun 17 00:53:51 GMT 2024","Mon Jun 17 00:53:53 GMT 2024","1632","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"broken","Mon Jun 17 00:53:37 GMT 2024","Mon Jun 17 00:53:47 GMT 2024","10032","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Mon Jun 17 00:51:38 GMT 2024","Mon Jun 17 00:51:50 GMT 2024","12235","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"broken","Mon Jun 17 00:53:49 GMT 2024","Mon Jun 17 00:53:50 GMT 2024","708","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"passed","Mon Jun 17 00:52:14 GMT 2024","Mon Jun 17 00:52:15 GMT 2024","416","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Mon Jun 17 00:51:50 GMT 2024","Mon Jun 17 00:51:51 GMT 2024","1305","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"broken","Mon Jun 17 00:53:53 GMT 2024","Mon Jun 17 00:53:53 GMT 2024","704","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"passed","Mon Jun 17 00:52:15 GMT 2024","Mon Jun 17 00:52:15 GMT 2024","169","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Mon Jun 17 00:51:54 GMT 2024","Mon Jun 17 00:51:54 GMT 2024","238","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"broken","Mon Jun 17 00:52:18 GMT 2024","Mon Jun 17 00:52:51 GMT 2024","33348","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
