"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 04 00:50:50 GMT 2024","Tue Jun 04 00:50:53 GMT 2024","2947","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"passed","Tue Jun 04 00:48:57 GMT 2024","Tue Jun 04 00:48:57 GMT 2024","771","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Tue Jun 04 00:49:18 GMT 2024","Tue Jun 04 00:49:19 GMT 2024","199","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 04 00:48:56 GMT 2024","Tue Jun 04 00:48:56 GMT 2024","367","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"broken","Tue Jun 04 00:49:19 GMT 2024","Tue Jun 04 00:49:54 GMT 2024","34378","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Tue Jun 04 00:49:18 GMT 2024","Tue Jun 04 00:49:18 GMT 2024","202","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 04 00:50:04 GMT 2024","Tue Jun 04 00:50:06 GMT 2024","2052","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Tue Jun 04 00:50:54 GMT 2024","Tue Jun 04 00:50:54 GMT 2024","719","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"broken","Tue Jun 04 00:50:06 GMT 2024","Tue Jun 04 00:50:40 GMT 2024","34142","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Tue Jun 04 00:49:16 GMT 2024","Tue Jun 04 00:49:16 GMT 2024","169","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Tue Jun 04 00:49:19 GMT 2024","Tue Jun 04 00:49:19 GMT 2024","671","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Tue Jun 04 00:50:54 GMT 2024","Tue Jun 04 00:50:55 GMT 2024","769","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"broken","Tue Jun 04 00:50:55 GMT 2024","Tue Jun 04 00:50:57 GMT 2024","1596","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Tue Jun 04 00:49:13 GMT 2024","Tue Jun 04 00:49:15 GMT 2024","2091","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Tue Jun 04 00:49:16 GMT 2024","Tue Jun 04 00:49:17 GMT 2024","171","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 04 00:48:53 GMT 2024","Tue Jun 04 00:48:54 GMT 2024","1673","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Tue Jun 04 00:49:17 GMT 2024","Tue Jun 04 00:49:17 GMT 2024","335","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Tue Jun 04 00:48:40 GMT 2024","Tue Jun 04 00:48:53 GMT 2024","12545","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"failed","Tue Jun 04 00:48:36 GMT 2024","Tue Jun 04 00:48:39 GMT 2024","2458","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"broken","Tue Jun 04 00:50:40 GMT 2024","Tue Jun 04 00:50:50 GMT 2024","10017","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Tue Jun 04 00:49:17 GMT 2024","Tue Jun 04 00:49:18 GMT 2024","789","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 04 00:49:18 GMT 2024","Tue Jun 04 00:49:18 GMT 2024","185","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jun 04 00:50:58 GMT 2024","Tue Jun 04 00:50:59 GMT 2024","1591","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Tue Jun 04 00:48:58 GMT 2024","Tue Jun 04 00:48:58 GMT 2024","187","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Tue Jun 04 00:49:16 GMT 2024","Tue Jun 04 00:49:16 GMT 2024","441","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jun 04 00:49:54 GMT 2024","Tue Jun 04 00:50:04 GMT 2024","10044","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"failed","Tue Jun 04 00:48:39 GMT 2024","Tue Jun 04 00:48:40 GMT 2024","1015","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"passed","Tue Jun 04 00:49:16 GMT 2024","Tue Jun 04 00:49:16 GMT 2024","162","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jun 04 00:50:57 GMT 2024","Tue Jun 04 00:50:58 GMT 2024","689","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
