"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 00:50:47 GMT 2024","Tue Jul 02 00:50:47 GMT 2024","191","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jul 02 00:51:33 GMT 2024","Tue Jul 02 00:52:07 GMT 2024","33772","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Tue Jul 02 00:52:23 GMT 2024","Tue Jul 02 00:52:24 GMT 2024","692","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"passed","Tue Jul 02 00:50:45 GMT 2024","Tue Jul 02 00:50:45 GMT 2024","154","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Tue Jul 02 00:50:47 GMT 2024","Tue Jul 02 00:50:48 GMT 2024","599","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Tue Jul 02 00:50:45 GMT 2024","Tue Jul 02 00:50:45 GMT 2024","177","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jul 02 00:50:10 GMT 2024","Tue Jul 02 00:50:23 GMT 2024","12288","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"passed","Tue Jul 02 00:51:30 GMT 2024","Tue Jul 02 00:51:33 GMT 2024","2570","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Tue Jul 02 00:52:22 GMT 2024","Tue Jul 02 00:52:23 GMT 2024","1597","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Tue Jul 02 00:52:17 GMT 2024","Tue Jul 02 00:52:20 GMT 2024","2734","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"passed","Tue Jul 02 00:50:46 GMT 2024","Tue Jul 02 00:50:46 GMT 2024","307","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Tue Jul 02 00:52:07 GMT 2024","Tue Jul 02 00:52:17 GMT 2024","10039","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Tue Jul 02 00:52:21 GMT 2024","Tue Jul 02 00:52:22 GMT 2024","747","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"broken","Tue Jul 02 00:52:20 GMT 2024","Tue Jul 02 00:52:21 GMT 2024","734","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"passed","Tue Jul 02 00:50:28 GMT 2024","Tue Jul 02 00:50:29 GMT 2024","209","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Tue Jul 02 00:50:45 GMT 2024","Tue Jul 02 00:50:45 GMT 2024","164","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jul 02 00:50:46 GMT 2024","Tue Jul 02 00:50:47 GMT 2024","726","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jul 02 00:50:47 GMT 2024","Tue Jul 02 00:50:47 GMT 2024","178","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jul 02 00:50:47 GMT 2024","Tue Jul 02 00:50:47 GMT 2024","197","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Tue Jul 02 00:50:08 GMT 2024","Tue Jul 02 00:50:10 GMT 2024","1785","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Tue Jul 02 00:50:28 GMT 2024","Tue Jul 02 00:50:28 GMT 2024","523","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Tue Jul 02 00:50:45 GMT 2024","Tue Jul 02 00:50:45 GMT 2024","415","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jul 02 00:52:24 GMT 2024","Tue Jul 02 00:52:26 GMT 2024","1576","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"broken","Tue Jul 02 00:50:48 GMT 2024","Tue Jul 02 00:51:20 GMT 2024","32275","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Tue Jul 02 00:51:20 GMT 2024","Tue Jul 02 00:51:30 GMT 2024","10034","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Tue Jul 02 00:50:27 GMT 2024","Tue Jul 02 00:50:27 GMT 2024","441","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"failed","Tue Jul 02 00:50:10 GMT 2024","Tue Jul 02 00:50:10 GMT 2024","614","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"passed","Tue Jul 02 00:50:23 GMT 2024","Tue Jul 02 00:50:24 GMT 2024","1243","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Tue Jul 02 00:50:42 GMT 2024","Tue Jul 02 00:50:44 GMT 2024","2103","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
