"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 08 09:12:57 GMT 2024","Wed May 08 09:12:58 GMT 2024","1583","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Wed May 08 09:12:49 GMT 2024","Wed May 08 09:12:49 GMT 2024","168","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"failed","Wed May 08 09:12:52 GMT 2024","Wed May 08 09:12:53 GMT 2024","830","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Wed May 08 09:12:33 GMT 2024","Wed May 08 09:12:46 GMT 2024","13361","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"failed","Wed May 08 09:12:32 GMT 2024","Wed May 08 09:12:32 GMT 2024","439","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"passed","Wed May 08 09:12:46 GMT 2024","Wed May 08 09:12:47 GMT 2024","1112","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Wed May 08 09:12:48 GMT 2024","Wed May 08 09:12:49 GMT 2024","821","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Wed May 08 09:12:51 GMT 2024","Wed May 08 09:12:52 GMT 2024","1385","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Wed May 08 09:12:53 GMT 2024","Wed May 08 09:12:55 GMT 2024","2034","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Wed May 08 09:12:47 GMT 2024","Wed May 08 09:12:48 GMT 2024","370","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"broken","Wed May 08 09:12:59 GMT 2024","Wed May 08 09:13:01 GMT 2024","1572","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"failed","Wed May 08 09:12:50 GMT 2024","Wed May 08 09:12:50 GMT 2024","335","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Wed May 08 09:12:49 GMT 2024","Wed May 08 09:12:50 GMT 2024","358","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Wed May 08 09:12:32 GMT 2024","Wed May 08 09:12:32 GMT 2024","372","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"broken","Wed May 08 09:12:55 GMT 2024","Wed May 08 09:12:56 GMT 2024","682","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"broken","Wed May 08 09:12:58 GMT 2024","Wed May 08 09:12:59 GMT 2024","702","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"passed","Wed May 08 09:12:50 GMT 2024","Wed May 08 09:12:50 GMT 2024","153","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Wed May 08 09:12:56 GMT 2024","Wed May 08 09:12:57 GMT 2024","772","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"passed","Wed May 08 09:12:50 GMT 2024","Wed May 08 09:12:50 GMT 2024","159","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Wed May 08 09:12:50 GMT 2024","Wed May 08 09:12:50 GMT 2024","160","Tests","test_Login","TestLogin","","","Unsuccessful login",""
