"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 00:51:26 GMT 2024","Fri Jun 07 00:51:27 GMT 2024","792","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Fri Jun 07 00:53:00 GMT 2024","Fri Jun 07 00:53:01 GMT 2024","698","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"passed","Fri Jun 07 00:51:00 GMT 2024","Fri Jun 07 00:51:01 GMT 2024","1277","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Fri Jun 07 00:51:04 GMT 2024","Fri Jun 07 00:51:04 GMT 2024","706","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Fri Jun 07 00:51:26 GMT 2024","Fri Jun 07 00:51:26 GMT 2024","178","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Fri Jun 07 00:50:47 GMT 2024","Fri Jun 07 00:50:48 GMT 2024","499","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"passed","Fri Jun 07 00:51:26 GMT 2024","Fri Jun 07 00:51:26 GMT 2024","193","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Fri Jun 07 00:51:27 GMT 2024","Fri Jun 07 00:52:00 GMT 2024","32644","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Fri Jun 07 00:51:03 GMT 2024","Fri Jun 07 00:51:03 GMT 2024","403","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"passed","Fri Jun 07 00:51:23 GMT 2024","Fri Jun 07 00:51:24 GMT 2024","405","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Jun 07 00:51:24 GMT 2024","Fri Jun 07 00:51:24 GMT 2024","163","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Jun 07 00:52:55 GMT 2024","Fri Jun 07 00:52:57 GMT 2024","2174","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Fri Jun 07 00:52:12 GMT 2024","Fri Jun 07 00:52:45 GMT 2024","32719","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"failed","Fri Jun 07 00:50:47 GMT 2024","Fri Jun 07 00:50:47 GMT 2024","505","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Fri Jun 07 00:51:24 GMT 2024","Fri Jun 07 00:51:24 GMT 2024","165","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Jun 07 00:51:05 GMT 2024","Fri Jun 07 00:51:05 GMT 2024","205","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Fri Jun 07 00:51:26 GMT 2024","Fri Jun 07 00:51:26 GMT 2024","190","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Jun 07 00:52:10 GMT 2024","Fri Jun 07 00:52:12 GMT 2024","1835","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Fri Jun 07 00:53:01 GMT 2024","Fri Jun 07 00:53:03 GMT 2024","1575","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Fri Jun 07 00:51:25 GMT 2024","Fri Jun 07 00:51:26 GMT 2024","712","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Jun 07 00:51:24 GMT 2024","Fri Jun 07 00:51:24 GMT 2024","155","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Jun 07 00:51:21 GMT 2024","Fri Jun 07 00:51:23 GMT 2024","2152","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"broken","Fri Jun 07 00:50:48 GMT 2024","Fri Jun 07 00:51:00 GMT 2024","11971","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"broken","Fri Jun 07 00:52:58 GMT 2024","Fri Jun 07 00:52:59 GMT 2024","751","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"broken","Fri Jun 07 00:52:57 GMT 2024","Fri Jun 07 00:52:58 GMT 2024","725","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"failed","Fri Jun 07 00:51:24 GMT 2024","Fri Jun 07 00:51:25 GMT 2024","326","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Fri Jun 07 00:52:59 GMT 2024","Fri Jun 07 00:53:00 GMT 2024","1582","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"broken","Fri Jun 07 00:52:45 GMT 2024","Fri Jun 07 00:52:55 GMT 2024","10062","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Fri Jun 07 00:52:00 GMT 2024","Fri Jun 07 00:52:10 GMT 2024","10048","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
