"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 11 00:51:24 GMT 2024","Tue Jun 11 00:51:26 GMT 2024","1583","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Tue Jun 11 00:49:49 GMT 2024","Tue Jun 11 00:49:49 GMT 2024","165","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 11 00:49:33 GMT 2024","Tue Jun 11 00:49:34 GMT 2024","379","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"broken","Tue Jun 11 00:51:26 GMT 2024","Tue Jun 11 00:51:27 GMT 2024","681","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"passed","Tue Jun 11 00:49:35 GMT 2024","Tue Jun 11 00:49:35 GMT 2024","172","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Tue Jun 11 00:49:31 GMT 2024","Tue Jun 11 00:49:32 GMT 2024","1265","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Tue Jun 11 00:49:51 GMT 2024","Tue Jun 11 00:49:52 GMT 2024","592","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Tue Jun 11 00:51:27 GMT 2024","Tue Jun 11 00:51:28 GMT 2024","1576","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Tue Jun 11 00:49:50 GMT 2024","Tue Jun 11 00:49:51 GMT 2024","620","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jun 11 00:50:24 GMT 2024","Tue Jun 11 00:50:34 GMT 2024","10026","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Tue Jun 11 00:51:10 GMT 2024","Tue Jun 11 00:51:20 GMT 2024","10013","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Tue Jun 11 00:49:51 GMT 2024","Tue Jun 11 00:49:51 GMT 2024","189","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Tue Jun 11 00:49:52 GMT 2024","Tue Jun 11 00:50:24 GMT 2024","32259","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Tue Jun 11 00:50:36 GMT 2024","Tue Jun 11 00:51:10 GMT 2024","33628","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Tue Jun 11 00:51:23 GMT 2024","Tue Jun 11 00:51:23 GMT 2024","682","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"passed","Tue Jun 11 00:49:49 GMT 2024","Tue Jun 11 00:49:49 GMT 2024","163","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Tue Jun 11 00:49:18 GMT 2024","Tue Jun 11 00:49:18 GMT 2024","658","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"broken","Tue Jun 11 00:51:24 GMT 2024","Tue Jun 11 00:51:24 GMT 2024","759","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"passed","Tue Jun 11 00:49:47 GMT 2024","Tue Jun 11 00:49:48 GMT 2024","1646","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"failed","Tue Jun 11 00:49:16 GMT 2024","Tue Jun 11 00:49:18 GMT 2024","1462","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Tue Jun 11 00:51:20 GMT 2024","Tue Jun 11 00:51:23 GMT 2024","2535","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Tue Jun 11 00:49:18 GMT 2024","Tue Jun 11 00:49:31 GMT 2024","12076","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"passed","Tue Jun 11 00:49:34 GMT 2024","Tue Jun 11 00:49:35 GMT 2024","1013","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Tue Jun 11 00:49:51 GMT 2024","Tue Jun 11 00:49:51 GMT 2024","177","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 11 00:50:34 GMT 2024","Tue Jun 11 00:50:36 GMT 2024","1902","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"failed","Tue Jun 11 00:49:49 GMT 2024","Tue Jun 11 00:49:50 GMT 2024","351","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Tue Jun 11 00:49:51 GMT 2024","Tue Jun 11 00:49:51 GMT 2024","193","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 11 00:49:49 GMT 2024","Tue Jun 11 00:49:49 GMT 2024","153","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Tue Jun 11 00:49:48 GMT 2024","Tue Jun 11 00:49:49 GMT 2024","384","Tests","test_Login","TestLogin","","","Unsuccessful login",""
