"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 10 00:45:30 GMT 2024","Fri May 10 00:45:31 GMT 2024","794","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"broken","Fri May 10 00:46:17 GMT 2024","Fri May 10 00:46:18 GMT 2024","754","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"failed","Fri May 10 00:46:11 GMT 2024","Fri May 10 00:46:14 GMT 2024","2384","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Fri May 10 00:46:18 GMT 2024","Fri May 10 00:46:19 GMT 2024","777","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"passed","Fri May 10 00:46:02 GMT 2024","Fri May 10 00:46:03 GMT 2024","453","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Fri May 10 00:46:14 GMT 2024","Fri May 10 00:46:15 GMT 2024","987","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Fri May 10 00:46:05 GMT 2024","Fri May 10 00:46:05 GMT 2024","190","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:46:04 GMT 2024","Fri May 10 00:46:04 GMT 2024","179","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:46:03 GMT 2024","Fri May 10 00:46:03 GMT 2024","333","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Fri May 10 00:46:03 GMT 2024","Fri May 10 00:46:03 GMT 2024","164","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:46:05 GMT 2024","Fri May 10 00:46:05 GMT 2024","673","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Fri May 10 00:46:03 GMT 2024","Fri May 10 00:46:03 GMT 2024","155","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:46:00 GMT 2024","Fri May 10 00:46:02 GMT 2024","1740","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Fri May 10 00:46:03 GMT 2024","Fri May 10 00:46:03 GMT 2024","163","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:45:46 GMT 2024","Fri May 10 00:45:47 GMT 2024","426","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"broken","Fri May 10 00:45:31 GMT 2024","Fri May 10 00:45:43 GMT 2024","12379","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"failed","Fri May 10 00:45:27 GMT 2024","Fri May 10 00:45:30 GMT 2024","2785","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Fri May 10 00:46:08 GMT 2024","Fri May 10 00:46:09 GMT 2024","979","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Fri May 10 00:46:19 GMT 2024","Fri May 10 00:46:20 GMT 2024","1625","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Fri May 10 00:45:48 GMT 2024","Fri May 10 00:45:48 GMT 2024","203","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Fri May 10 00:46:15 GMT 2024","Fri May 10 00:46:17 GMT 2024","2169","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"passed","Fri May 10 00:46:04 GMT 2024","Fri May 10 00:46:04 GMT 2024","672","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:46:04 GMT 2024","Fri May 10 00:46:05 GMT 2024","195","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri May 10 00:45:47 GMT 2024","Fri May 10 00:45:48 GMT 2024","871","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Fri May 10 00:46:06 GMT 2024","Fri May 10 00:46:08 GMT 2024","2114","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Fri May 10 00:46:21 GMT 2024","Fri May 10 00:46:21 GMT 2024","715","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"broken","Fri May 10 00:46:22 GMT 2024","Fri May 10 00:46:23 GMT 2024","1584","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Fri May 10 00:45:43 GMT 2024","Fri May 10 00:45:45 GMT 2024","1355","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Fri May 10 00:46:09 GMT 2024","Fri May 10 00:46:11 GMT 2024","2438","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
