"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 01 00:54:16 GMT 2024","Sat Jun 01 00:54:18 GMT 2024","1582","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Sat Jun 01 00:52:39 GMT 2024","Sat Jun 01 00:52:39 GMT 2024","279","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Sat Jun 01 00:54:15 GMT 2024","Sat Jun 01 00:54:15 GMT 2024","710","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"broken","Sat Jun 01 00:52:41 GMT 2024","Sat Jun 01 00:53:13 GMT 2024","32293","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Sat Jun 01 00:52:40 GMT 2024","Sat Jun 01 00:52:40 GMT 2024","850","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Sat Jun 01 00:52:37 GMT 2024","Sat Jun 01 00:52:37 GMT 2024","477","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Sat Jun 01 00:51:43 GMT 2024","Sat Jun 01 00:51:45 GMT 2024","1389","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"passed","Sat Jun 01 00:51:57 GMT 2024","Sat Jun 01 00:51:58 GMT 2024","1205","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"passed","Sat Jun 01 00:52:32 GMT 2024","Sat Jun 01 00:52:36 GMT 2024","3935","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Sat Jun 01 00:51:59 GMT 2024","Sat Jun 01 00:52:00 GMT 2024","1443","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"passed","Sat Jun 01 00:52:00 GMT 2024","Sat Jun 01 00:52:03 GMT 2024","3267","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Sat Jun 01 00:52:38 GMT 2024","Sat Jun 01 00:52:38 GMT 2024","357","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Sat Jun 01 00:53:13 GMT 2024","Sat Jun 01 00:53:23 GMT 2024","10046","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Sat Jun 01 00:54:02 GMT 2024","Sat Jun 01 00:54:12 GMT 2024","10045","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Sat Jun 01 00:51:45 GMT 2024","Sat Jun 01 00:51:57 GMT 2024","12141","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"passed","Sat Jun 01 00:54:12 GMT 2024","Sat Jun 01 00:54:14 GMT 2024","2550","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"passed","Sat Jun 01 00:52:39 GMT 2024","Sat Jun 01 00:52:39 GMT 2024","197","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Sat Jun 01 00:53:26 GMT 2024","Sat Jun 01 00:54:02 GMT 2024","36183","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"failed","Sat Jun 01 00:51:39 GMT 2024","Sat Jun 01 00:51:43 GMT 2024","4199","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Sat Jun 01 00:52:37 GMT 2024","Sat Jun 01 00:52:38 GMT 2024","166","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Sat Jun 01 00:52:37 GMT 2024","Sat Jun 01 00:52:37 GMT 2024","164","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Sat Jun 01 00:54:15 GMT 2024","Sat Jun 01 00:54:16 GMT 2024","765","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"broken","Sat Jun 01 00:54:18 GMT 2024","Sat Jun 01 00:54:18 GMT 2024","681","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"passed","Sat Jun 01 00:52:39 GMT 2024","Sat Jun 01 00:52:40 GMT 2024","192","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Sat Jun 01 00:54:19 GMT 2024","Sat Jun 01 00:54:20 GMT 2024","1578","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Sat Jun 01 00:52:38 GMT 2024","Sat Jun 01 00:52:39 GMT 2024","761","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Sat Jun 01 00:52:37 GMT 2024","Sat Jun 01 00:52:37 GMT 2024","157","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Sat Jun 01 00:53:23 GMT 2024","Sat Jun 01 00:53:25 GMT 2024","2341","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"passed","Sat Jun 01 00:52:04 GMT 2024","Sat Jun 01 00:52:04 GMT 2024","177","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
