"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 16 06:28:50 GMT 2024","Thu May 16 06:29:02 GMT 2024","12715","Tests","test_Components","TestComponents","","","test_1[Chrome]",""
"passed","Thu May 16 06:29:18 GMT 2024","Thu May 16 06:29:19 GMT 2024","193","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Thu May 16 06:29:18 GMT 2024","Thu May 16 06:29:18 GMT 2024","198","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Thu May 16 06:29:20 GMT 2024","Thu May 16 06:29:53 GMT 2024","33422","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"broken","Thu May 16 06:30:06 GMT 2024","Thu May 16 06:30:07 GMT 2024","716","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"broken","Thu May 16 06:30:09 GMT 2024","Thu May 16 06:30:10 GMT 2024","719","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"broken","Thu May 16 06:30:07 GMT 2024","Thu May 16 06:30:09 GMT 2024","1616","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Thu May 16 06:29:17 GMT 2024","Thu May 16 06:29:18 GMT 2024","621","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Thu May 16 06:29:53 GMT 2024","Thu May 16 06:30:03 GMT 2024","10022","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Thu May 16 06:29:05 GMT 2024","Thu May 16 06:29:06 GMT 2024","704","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"passed","Thu May 16 06:29:04 GMT 2024","Thu May 16 06:29:05 GMT 2024","781","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"broken","Thu May 16 06:30:07 GMT 2024","Thu May 16 06:30:07 GMT 2024","786","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"passed","Thu May 16 06:29:15 GMT 2024","Thu May 16 06:29:17 GMT 2024","1788","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Thu May 16 06:30:03 GMT 2024","Thu May 16 06:30:06 GMT 2024","2667","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"passed","Thu May 16 06:29:02 GMT 2024","Thu May 16 06:29:04 GMT 2024","1510","Tests","test_Components","TestComponents","","","test_2[Chrome]",""
"failed","Thu May 16 06:28:49 GMT 2024","Thu May 16 06:28:50 GMT 2024","503","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"failed","Thu May 16 06:28:49 GMT 2024","Thu May 16 06:28:49 GMT 2024","441","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Thu May 16 06:29:19 GMT 2024","Thu May 16 06:29:19 GMT 2024","629","Tests","test_Login","TestLogin","","","Successful login",""
"broken","Thu May 16 06:30:10 GMT 2024","Thu May 16 06:30:12 GMT 2024","1575","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Thu May 16 06:29:18 GMT 2024","Thu May 16 06:29:18 GMT 2024","184","Tests","test_Login","TestLogin","","","Unsuccessful login",""
