"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 10:21:46 GMT 2024","Fri Oct 04 10:21:47 GMT 2024","1140","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"passed","Fri Oct 04 10:21:48 GMT 2024","Fri Oct 04 10:21:49 GMT 2024","222","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Fri Oct 04 10:21:27 GMT 2024","Fri Oct 04 10:21:28 GMT 2024","696","Tests","test_Accessibility","TestAccessibility","","","Check the home page accessibility",""
"passed","Fri Oct 04 10:21:48 GMT 2024","Fri Oct 04 10:21:48 GMT 2024","191","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Fri Oct 04 10:23:30 GMT 2024","Fri Oct 04 10:23:31 GMT 2024","1417","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page",""
"broken","Fri Oct 04 10:23:24 GMT 2024","Fri Oct 04 10:23:25 GMT 2024","1446","Tests","test_VisualTests","TestVisual","","","Visual check of the Landing page",""
"passed","Fri Oct 04 10:21:51 GMT 2024","Fri Oct 04 10:21:51 GMT 2024","344","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Fri Oct 04 10:23:10 GMT 2024","Fri Oct 04 10:23:20 GMT 2024","10065","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"broken","Fri Oct 04 10:23:27 GMT 2024","Fri Oct 04 10:23:29 GMT 2024","2408","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page after burger button click",""
"passed","Fri Oct 04 10:22:35 GMT 2024","Fri Oct 04 10:22:37 GMT 2024","2185","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Fri Oct 04 10:22:38 GMT 2024","Fri Oct 04 10:23:10 GMT 2024","32476","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"failed","Fri Oct 04 10:21:26 GMT 2024","Fri Oct 04 10:21:27 GMT 2024","969","Tests","test_Accessibility","TestAccessibility","","","Check the landing page accessibility",""
"passed","Fri Oct 04 10:21:50 GMT 2024","Fri Oct 04 10:21:51 GMT 2024","697","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Oct 04 10:23:20 GMT 2024","Fri Oct 04 10:23:23 GMT 2024","3060","Tests","test_SocialMediaLinks","TestLogin","","","Navigate to iframe",""
"broken","Fri Oct 04 10:22:25 GMT 2024","Fri Oct 04 10:22:35 GMT 2024","10055","Tests","test_SocialMediaLinks","TestLogin","","","Manually open new tab",""
"passed","Fri Oct 04 10:21:48 GMT 2024","Fri Oct 04 10:21:48 GMT 2024","537","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"failed","Fri Oct 04 10:21:49 GMT 2024","Fri Oct 04 10:21:50 GMT 2024","711","Tests","test_Login","TestLogin","","","Successful login",""
"passed","Fri Oct 04 10:21:31 GMT 2024","Fri Oct 04 10:21:31 GMT 2024","303","Tests","test_LandingPage","TestLandingPage","","","Login logo is visible",""
"broken","Fri Oct 04 10:23:31 GMT 2024","Fri Oct 04 10:23:33 GMT 2024","2297","Tests","test_VisualTests","TestVisual","","","Visual check of the broken Home page after burger button click",""
"passed","Fri Oct 04 10:21:28 GMT 2024","Fri Oct 04 10:21:30 GMT 2024","1320","Tests","test_ContactList","TestContactList","","","Contact list displays wright names",""
"passed","Fri Oct 04 10:21:51 GMT 2024","Fri Oct 04 10:21:52 GMT 2024","235","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Oct 04 10:21:51 GMT 2024","Fri Oct 04 10:21:51 GMT 2024","231","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"broken","Fri Oct 04 10:23:25 GMT 2024","Fri Oct 04 10:23:27 GMT 2024","1461","Tests","test_VisualTests","TestVisual","","","Visual check of the Home page",""
"passed","Fri Oct 04 10:21:30 GMT 2024","Fri Oct 04 10:21:30 GMT 2024","538","Tests","test_EmailReader","TestEmailReader","","","Check the latest notification email subject",""
"broken","Fri Oct 04 10:21:52 GMT 2024","Fri Oct 04 10:22:25 GMT 2024","32376","Tests","test_SocialMediaLinks","TestLogin","","","Twitter link",""
"passed","Fri Oct 04 10:21:49 GMT 2024","Fri Oct 04 10:21:49 GMT 2024","200","Tests","test_Login","TestLogin","","","Unsuccessful login",""
"passed","Fri Oct 04 10:21:52 GMT 2024","Fri Oct 04 10:21:52 GMT 2024","453","Tests","test_Login","TestLogin","","","Successful login",""
